"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_022873",40.3250748048717,-0.618136034029302,0.691797580564276,-0.893521532013901,0.371577946549643,0.503497351463591
"NM_022872",40.3250748048717,-0.618136034029302,0.691797580564276,-0.893521532013901,0.371577946549643,0.503497351463591
"NM_019048",686.664800755813,-0.239734235233811,0.172644141596007,-1.38860336074882,0.164953394858888,0.271801012280558
"NM_203495",927.660484464924,0.67821040196224,0.15439001437961,4.39283851800592,1.1188022963722e-05,6.15079319663271e-05
"NM_153685",74.6432008577134,0.450231011181779,0.520528993229341,0.864948959689189,0.387066803615216,0.519496292828749
"NM_015537",341.134707689921,-0.0643383163645279,0.368217958515508,-0.174728893245488,0.861292663484012,0.913843417992288
"NM_012158",993.01913122097,-0.371378435693134,0.180006293398798,-2.06314139734191,0.0390991960133869,0.084087187308421
"NM_017559",187.217023844837,0.882182725777788,0.310608694171359,2.84017396271303,0.00450889377355702,0.0132697870095271
"NM_004402",119.957754496364,-0.499320312462839,0.391216542124347,-1.27632719657373,0.201839880124016,0.318035696550473
"NM_020700",81.4410635212421,1.68677252818201,0.457706158906871,3.68527382766816,0.000228456882731566,0.0009338864516337
"NM_033413",84.4393945225608,0.827949544643685,0.443329161193489,1.86757293929133,0.0618216212502695,0.123088462510361
"NM_021249",1131.09243725532,-0.329850449294504,0.13969063155082,-2.36129256223244,0.0182113572017188,0.043988105153277
"NR_003259",14868.4662107259,-0.591567799669454,0.107676814226206,-5.49391996708498,3.93108694970399e-08,3.12727493221877e-07
"NM_201557",13.6701842259821,1.11571996642029,1.06640245579877,1.0462466213889,0.295447183051973,0.423641973879703
"NM_201555",13.6701842259821,1.11571996642029,1.06640245579877,1.0462466213889,0.295447183051973,0.423641973879703
"NM_203315",738.008806023808,-0.737964162554511,0.16608416473389,-4.44331441072014,8.85835692668151e-06,4.96138928774845e-05
"NM_019891",586.946541380178,0.636706302688129,0.187905641598064,3.38843633045389,0.000702923461958691,0.00254544694897265
"NM_001242802",324.242498985962,0.628521655503571,0.255682881757889,2.45820780484918,0.0139632351578573,0.0350836643442226
"NM_001277325",32.5297562733453,0.435999980553436,0.762078003149814,0.572119886352007,0.567240757490638,0.685371531932372
"NM_001730",41.5305893654797,0.844022450115981,0.76042038523579,1.10994190385134,0.26702406187149,0.391810985860762
"NM_004863",3302.34553317628,-0.299325282358624,0.116861634554771,-2.56136484397994,0.0104261800186843,0.0273299631207605
"NM_004859",11151.924972778,-0.547434921099476,0.0915509249000996,-5.9795673467727,2.23731050613291e-09,2.12181360130869e-08
"NM_015130",806.566013202442,-0.391440666200451,0.167663901204161,-2.33467468780773,0.0195604215519849,0.0468188279912631
"NM_003642",1048.97727211252,-1.14197510578008,0.153383666075915,-7.44521978771115,9.67831519948268e-14,1.57253069839675e-12
"NM_013328",1906.73687805311,0.00346032017586268,0.13565066895138,0.0255090535314864,0.97964892716438,0.987290446582459
"NM_147133",2923.79892674252,-0.132839939338435,0.115256715462589,-1.1525570445529,0.24909224296036,0.37246323719627
"NM_133443",1834.81293157487,0.994807938575406,0.120537381079454,8.25310729058952,1.54328385243206e-16,3.4406780884679e-15
"NM_001242918",800.884168386297,-0.220807904047335,0.178625485305438,-1.2361500581497,0.216402790615544,0.335496803859702
"NM_001178098",1318.14906516472,0.357311976284181,0.145198796393078,2.46084668165482,0.0138609584834326,0.0348648080821352
"NM_001173989",1592.17594289485,-1.29064186046307,0.142927164941465,-9.03006689450283,1.7156688691535e-19,4.89315453807953e-18
"NM_000585",116.651870507622,1.40393284279964,0.403363574996958,3.480564259701,0.00050035878173347,0.00188005633813916
"NM_000584",69.9735104070946,2.04819027276524,0.531717037198052,3.85203055286404,0.000117142402685096,0.000512872650623601
